Latitude: 44.046768  Longitude: -87.784303
X & Y on Lambert Conformal Conic: 930158.0 232079.37
Tile: 12107
Elevation: 237 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1998,1,31565.87,0.00,232.30,5.52,3.47,-9.79,290.64
1998,2,31614.53,0.00,221.14,4.39,7.93,-3.31,478.35
1998,3,31667.15,0.00,210.34,2.22,8.95,-0.84,574.33
1998,4,31723.70,7.62,147.09,1.36,4.16,-3.94,456.37
1998,5,31784.13,7.00,64.76,0.00,1.43,-1.82,534.32
1998,6,31848.40,3.11,41.92,0.00,1.23,-0.76,577.91
1998,7,31916.45,0.00,52.51,0.00,0.23,-1.59,543.45
1998,8,31988.25,17.91,44.88,0.00,-0.30,-2.41,511.69
1998,9,32063.73,8.62,99.56,8.62,-3.22,-7.64,344.14
1998,10,32142.84,0.00,240.27,8.62,-8.10,-19.12,134.75
1998,11,32225.52,0.00,217.16,8.62,-11.00,-19.38,131.71
1998,12,32311.72,2.62,177.07,11.24,-9.63,-19.55,129.81
1998,13,32401.38,0.00,250.77,11.24,-11.17,-22.85,97.28
1998,14,32494.42,6.47,198.65,17.71,-5.64,-20.59,118.64
1998,15,32590.80,0.00,226.55,17.71,-3.09,-11.68,250.05
1998,16,32690.44,0.00,128.50,17.71,-2.24,-6.20,384.44
1998,17,32793.28,0.00,141.74,17.71,-2.04,-6.43,377.76
1998,18,32899.26,0.00,159.74,17.71,-2.65,-7.62,344.60
1998,19,33008.30,0.00,157.97,17.71,-3.55,-8.39,324.59
1998,20,33120.35,0.00,252.07,17.71,-2.43,-12.28,238.18
1998,21,33235.33,4.80,148.57,22.51,-2.03,-8.33,326.01
1998,22,33353.17,7.15,63.05,21.65,-1.61,-3.94,456.29
1998,23,33473.81,6.22,158.12,27.87,-1.90,-8.53,320.98
1998,24,33597.17,0.00,279.70,27.87,-1.66,-13.35,218.49
1998,25,33723.19,4.92,215.66,32.78,-0.93,-13.36,218.17
1998,26,33851.80,3.26,155.45,32.71,0.38,-5.83,395.41
1998,27,33982.93,0.00,96.14,30.71,1.33,-1.23,558.20
1998,28,34116.51,0.00,97.56,28.96,0.73,-1.84,533.80
1998,29,34252.48,2.70,57.63,27.40,-0.35,-2.28,516.75
1998,30,34390.75,0.00,142.64,26.26,0.49,-3.30,478.69
1998,31,34531.28,0.00,237.78,25.74,2.20,-4.75,429.27
1998,32,34673.99,0.00,202.91,24.00,3.58,-1.86,532.86
1998,33,34818.81,2.54,154.20,22.42,3.14,-2.23,518.45
1998,34,34965.68,0.00,238.16,22.42,-1.19,-7.49,347.96
1998,35,35114.54,0.00,272.06,22.42,-1.82,-9.59,295.36
1998,36,35265.31,0.00,287.42,22.42,-0.42,-9.14,306.03
1998,37,35417.95,0.00,328.10,22.42,2.37,-10.82,267.83
1998,38,35572.38,0.00,278.63,22.42,1.13,-7.23,355.21
1998,39,35728.54,0.00,246.99,22.42,0.26,-6.55,374.37
1998,40,35886.38,0.00,299.54,22.42,0.31,-8.85,313.09
1998,41,36045.84,0.00,304.26,22.42,1.16,-8.15,330.75
1998,42,36206.85,4.35,191.39,21.98,1.77,-4.97,422.22
1998,43,36369.37,0.00,205.79,21.09,1.05,-3.87,458.86
1998,44,36533.33,0.00,288.15,21.09,1.09,-6.37,379.46
1998,45,36698.68,0.00,277.27,20.19,3.07,-3.86,459.29
1998,46,36865.36,0.00,223.37,17.96,4.47,-0.70,580.51
1998,47,37033.33,0.00,210.75,15.15,5.49,0.70,642.42
1998,48,37202.54,3.80,87.57,12.04,3.83,1.39,675.50
1998,49,37372.92,0.00,72.85,8.94,2.72,1.39,675.29
1998,50,37544.44,0.00,129.62,6.34,2.76,0.18,618.95
1998,51,37717.04,0.98,172.97,4.13,2.71,-0.74,578.65
1998,52,37890.68,0.00,221.54,2.10,3.39,-1.16,561.08
1998,53,38065.31,0.00,315.89,0.14,6.09,-1.35,553.30
1998,54,38240.89,0.00,307.35,0.00,6.51,-1.86,533.03
1998,55,38417.37,0.00,330.97,0.00,7.69,-2.09,523.79
1998,56,38594.70,0.00,341.87,0.00,7.00,-3.48,472.42
1998,57,38772.86,0.00,302.81,0.00,9.12,1.16,664.39
1998,58,38951.80,9.83,196.42,0.00,8.45,2.19,715.17
1998,59,39131.47,0.00,267.91,0.00,6.19,-0.18,602.60
1998,60,39311.84,2.22,196.76,0.00,5.65,-0.48,589.50
1998,61,39492.87,0.00,227.47,0.00,3.32,-1.64,541.51
1998,62,39674.52,0.00,202.71,0.00,0.27,-3.96,455.76
1998,63,39856.76,0.00,170.78,0.00,0.09,-3.34,477.37
1998,64,40039.56,0.00,222.07,0.00,1.90,-2.65,502.49
1998,65,40222.86,0.00,295.27,0.00,3.05,-3.44,473.72
1998,66,40406.65,0.00,352.08,0.00,3.42,-5.26,413.09
