Latitude: 44.037181  Longitude: -87.701695
X & Y on Lambert Conformal Conic: 936551.87 231998.94
Tile: 12107
Elevation: 201 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1998,1,31565.87,0.00,231.94,1.92,3.80,-9.77,291.20
1998,2,31614.53,0.00,218.00,0.62,8.05,-2.91,493.08
1998,3,31667.15,0.00,190.15,0.00,9.61,-0.44,591.29
1998,4,31723.70,8.18,129.42,0.00,4.53,-3.32,478.17
1998,5,31784.13,6.77,60.87,0.00,1.69,-1.36,552.72
1998,6,31848.40,3.29,43.79,0.00,1.71,-0.40,593.23
1998,7,31916.45,0.00,61.98,0.00,0.70,-1.54,545.78
1998,8,31988.25,18.37,50.31,0.00,0.30,-2.12,522.69
1998,9,32063.73,7.90,103.82,7.90,-2.67,-7.33,352.30
1998,10,32142.84,0.00,239.61,7.90,-7.63,-18.69,139.77
1998,11,32225.52,0.00,217.44,7.90,-10.86,-19.33,132.31
1998,12,32311.72,1.95,238.27,9.85,-8.90,-19.19,133.91
1998,13,32401.38,0.00,247.66,9.85,-11.10,-22.40,101.21
1998,14,32494.42,5.90,198.64,15.76,-4.87,-20.41,120.49
1998,15,32590.80,0.00,228.94,15.76,-2.61,-11.48,254.09
1998,16,32690.44,0.00,129.09,15.67,-1.77,-5.79,396.76
1998,17,32793.28,0.00,141.68,15.67,-1.61,-6.02,389.61
1998,18,32899.26,0.00,154.37,15.67,-2.57,-7.38,351.13
1998,19,33008.30,0.00,158.49,15.67,-3.13,-8.02,334.01
1998,20,33120.35,0.00,247.88,15.67,-2.27,-11.83,247.02
1998,21,33235.33,4.69,151.56,20.36,-1.50,-8.04,333.47
1998,22,33353.17,7.55,67.47,19.37,-1.10,-3.63,466.97
1998,23,33473.81,5.78,156.63,25.15,-1.37,-7.98,335.13
1998,24,33597.17,0.00,273.53,25.15,-1.42,-12.42,235.55
1998,25,33723.19,4.61,213.14,29.76,-0.75,-12.82,227.97
1998,26,33851.80,2.93,153.97,29.45,0.92,-5.27,412.64
1998,27,33982.93,0.00,97.23,27.26,1.84,-0.78,576.72
1998,28,34116.51,0.00,92.67,25.43,0.81,-1.64,541.77
1998,29,34252.48,2.84,60.94,23.82,-0.10,-2.18,520.56
1998,30,34390.75,0.00,135.71,22.60,0.53,-3.10,486.11
1998,31,34531.28,0.00,245.71,22.09,2.63,-4.79,428.06
1998,32,34673.99,0.00,190.73,20.26,3.43,-1.64,541.66
1998,33,34818.81,2.53,141.24,18.44,3.19,-1.66,540.80
1998,34,34965.68,0.00,226.93,18.44,-0.58,-6.51,375.31
