Latitude: 43.849774  Longitude: -87.783522
X & Y on Lambert Conformal Conic: 933262.7 211441.21
Tile: 11927
Elevation: 211 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1998,1,31639.94,0.00,214.17,0.00,4.18,-10.66,271.33
1998,2,31688.25,0.00,201.36,0.00,8.25,-3.35,476.92
1998,3,31740.49,0.00,196.96,0.00,10.77,-0.27,598.95
1998,4,31796.64,8.55,124.14,0.00,4.23,-3.09,486.20
1998,5,31856.64,8.29,71.08,0.00,2.43,-1.22,558.59
1998,6,31920.45,4.23,48.58,0.00,2.17,-0.23,600.67
1998,7,31988.02,0.00,67.27,0.00,1.13,-1.34,553.68
1998,8,32059.31,17.20,49.89,0.00,0.56,-1.85,533.08
1998,9,32134.25,0.00,139.87,0.00,-1.53,-6.96,362.54
1998,10,32212.81,0.00,219.28,0.00,-6.63,-18.39,143.48
1998,11,32294.91,0.00,188.85,0.00,-11.03,-19.02,135.92
1998,12,32380.50,1.53,241.94,1.53,-7.60,-18.52,141.82
1998,13,32469.52,0.00,247.36,1.53,-11.11,-22.31,102.04
1998,14,32561.92,5.67,200.41,7.20,-4.02,-20.82,116.24
1998,15,32657.62,0.00,214.47,7.20,-2.44,-10.36,277.91
1998,16,32756.57,0.00,124.17,7.00,-1.61,-5.52,404.92
1998,17,32858.70,0.00,148.33,7.00,-1.40,-6.12,386.80
1998,18,32963.95,0.00,162.39,7.00,-2.90,-8.07,332.78
1998,19,33072.24,0.00,165.84,7.00,-2.76,-8.01,334.37
1998,20,33183.52,0.00,253.09,7.00,-2.21,-12.39,236.17
1998,21,33297.71,4.31,150.05,11.31,-1.33,-7.84,338.58
1998,22,33414.75,6.14,71.22,10.34,-0.95,-3.69,465.18
1998,23,33534.56,5.19,143.48,15.53,-0.99,-6.96,362.66
1998,24,33657.09,0.00,259.11,15.53,-1.38,-11.02,263.52
1998,25,33782.26,3.90,211.85,19.42,-0.78,-12.66,231.00
1998,26,33910.00,2.89,150.59,18.94,1.29,-4.84,426.51
1998,27,34040.25,0.00,105.69,16.70,2.25,-0.67,581.40
1998,28,34172.94,0.00,106.51,14.80,1.42,-1.49,547.81
1998,29,34307.99,3.32,65.17,13.22,0.05,-2.23,518.44
1998,30,34445.35,0.00,114.67,11.95,0.10,-2.97,490.76
1998,31,34584.94,0.00,247.98,11.42,2.90,-4.74,429.72
1998,32,34726.71,0.00,173.85,9.30,3.63,-0.96,569.29
1998,33,34870.58,1.13,172.06,7.29,3.16,-1.22,558.52
1998,34,35016.48,0.38,199.99,6.88,0.06,-5.02,420.75
1998,35,35164.37,0.00,256.34,6.88,-1.39,-8.49,321.89
1998,36,35314.16,0.00,263.86,6.88,-0.19,-7.65,343.81
1998,37,35465.80,0.00,324.70,6.88,3.21,-9.69,292.90
1998,38,35619.23,0.00,284.68,6.88,1.84,-6.91,363.98
1998,39,35774.39,0.00,252.11,6.88,0.68,-6.32,380.82
1998,40,35931.22,0.00,304.83,6.88,0.89,-8.67,317.46
1998,41,36089.65,0.00,299.05,6.88,1.37,-7.64,344.05
1998,42,36249.63,3.99,193.02,6.17,2.50,-4.31,443.81
1998,43,36411.11,0.00,203.09,5.03,1.54,-3.29,479.19
1998,44,36574.03,0.00,281.35,4.98,1.26,-5.87,394.38
1998,45,36738.33,0.00,252.05,3.75,2.89,-3.07,487.08
1998,46,36903.96,0.00,239.42,1.20,5.67,0.06,613.53
1998,47,37070.87,0.00,190.20,0.00,5.87,1.12,662.30
1998,48,37239.01,4.10,64.67,0.00,3.64,1.74,692.27
1998,49,37408.33,0.00,72.27,0.00,3.13,1.64,687.60
1998,50,37578.77,0.00,119.65,0.00,3.23,0.66,640.43
1998,51,37750.30,1.57,153.68,0.00,2.94,-0.36,595.04
1998,52,37922.86,0.00,173.10,0.00,3.48,-0.26,599.39
1998,53,38096.40,0.00,290.12,0.00,6.49,-0.95,569.65
1998,54,38270.89,0.00,316.12,0.00,6.88,-1.78,536.22
1998,55,38446.28,0.00,325.42,0.00,7.58,-1.44,549.55
1998,56,38622.53,0.00,339.65,0.00,6.85,-3.04,488.06
1998,57,38799.59,0.00,292.32,0.00,9.10,1.87,699.15
1998,58,38977.43,7.14,194.94,0.00,8.32,2.34,722.67
1998,59,39156.00,0.00,283.49,0.00,7.20,0.47,632.02
1998,60,39335.27,1.70,267.98,0.00,5.85,-0.27,598.93
1998,61,39515.20,1.62,233.90,0.00,4.14,-0.84,574.47
1998,62,39695.74,0.00,187.44,0.00,0.52,-3.23,481.37
1998,63,39876.88,0.00,155.83,0.00,0.33,-2.68,501.29
1998,64,40058.56,0.00,200.46,0.00,2.00,-1.94,529.63
1998,65,40240.75,0.00,278.85,0.00,3.19,-2.63,503.47
1998,66,40423.43,0.00,355.61,0.00,3.93,-4.73,430.00
1998,67,40606.55,11.80,137.99,0.00,2.00,-1.36,552.90
1998,68,40790.09,0.00,308.64,0.00,-0.80,-6.93,363.36
1998,69,40974.01,0.00,346.95,0.00,-5.54,-12.75,229.41
1998,70,41158.28,0.00,380.49,0.00,-5.86,-14.38,200.80
1998,71,41342.87,0.00,393.67,0.00,-3.19,-12.36,236.60
1998,72,41527.75,4.54,337.34,4.54,-0.30,-10.19,281.67
1998,73,41712.89,0.00,421.73,4.54,-0.38,-8.67,317.52
1998,74,41898.25,0.00,450.28,4.54,-2.06,-11.58,252.06
1998,75,42083.82,0.00,476.13,4.54,0.28,-11.27,258.46
1998,76,42269.56,9.74,320.71,14.28,2.08,-6.28,382.13
1998,77,42455.43,9.55,129.34,11.96,2.16,-0.46,590.36
1998,78,42641.43,0.00,183.48,10.01,1.42,-1.37,552.41
1998,79,42827.50,0.00,302.70,8.32,2.94,-1.98,528.24
1998,80,43013.64,0.00,386.27,7.10,3.79,-3.09,486.55
1998,81,43199.80,0.00,444.65,6.38,4.62,-4.29,444.58
1998,82,43385.96,0.00,457.89,5.33,6.13,-3.51,471.35
1998,83,43572.09,0.00,478.44,4.10,7.77,-3.06,483.03
1998,84,43758.17,0.00,445.90,1.22,10.09,0.86,639.97
1998,85,43944.16,0.00,453.71,0.00,18.93,4.16,748.95
1998,86,44130.04,0.00,413.84,0.00,21.43,10.36,1155.34
1998,87,44315.78,0.00,438.20,0.00,19.46,6.97,911.89
1998,88,44501.34,0.00,451.25,0.00,18.48,4.95,790.02
1998,89,44686.71,49.62,334.41,0.00,19.84,6.31,954.66
1998,90,44871.85,42.24,290.56,0.00,11.83,2.92,753.24
1998,91,45056.73,5.59,226.93,0.00,9.19,3.03,759.39
1998,92,45241.32,0.00,243.80,0.00,7.74,3.01,757.98
1998,93,45425.59,0.00,232.16,0.00,6.50,2.05,708.03
1998,94,45609.51,0.00,394.74,0.00,8.88,0.00,610.80
1998,95,45793.05,0.00,456.09,0.00,9.62,-2.36,513.55
1998,96,45976.17,0.00,455.05,0.00,9.59,-2.26,517.31
1998,97,46158.85,0.00,428.04,0.00,12.50,1.79,694.86
1998,98,46341.04,9.34,212.32,0.00,9.58,3.74,798.12
1998,99,46522.73,7.88,230.80,0.00,8.16,1.82,696.32
1998,100,46703.86,0.00,419.11,0.00,9.92,0.08,614.40
1998,101,46884.41,0.00,487.18,0.00,16.57,1.64,687.49
1998,102,47064.34,0.00,406.15,0.00,16.38,6.57,972.23
1998,103,47243.61,5.24,286.11,0.00,14.68,5.96,932.34
1998,104,47422.18,0.00,428.50,0.00,16.70,6.03,936.85
1998,105,47600.02,23.22,239.49,0.00,9.75,3.22,769.33
1998,106,47777.08,15.31,195.94,0.00,5.55,0.54,635.26
1998,107,47953.33,0.00,449.46,0.00,10.99,0.15,617.20
1998,108,48128.72,0.00,492.24,0.00,16.88,2.41,726.43
1998,109,48303.22,0.00,467.09,0.00,15.97,3.28,772.94
1998,110,48476.76,0.00,475.26,0.00,14.84,1.71,691.02
1998,111,48649.33,0.00,397.64,0.00,14.11,4.64,850.04
1998,112,48820.85,0.00,452.09,0.00,16.16,4.27,828.74
1998,113,48991.30,0.00,500.34,0.00,18.98,3.45,782.19
1998,114,49160.62,0.00,438.48,0.00,16.79,5.41,897.45
1998,115,49328.76,0.00,377.29,0.00,13.21,4.57,845.96
1998,116,49495.67,0.00,365.91,0.00,12.13,3.98,811.78
1998,117,49661.31,0.00,433.17,0.00,10.69,0.52,634.17
1998,118,49825.61,0.00,489.23,0.00,13.03,0.11,615.70
1998,119,49988.53,0.00,479.86,0.00,14.84,2.38,724.71
1998,120,50150.01,10.86,340.66,0.00,16.01,4.69,853.01
1998,121,50310.00,14.74,237.88,0.00,14.51,7.71,1051.32
1998,122,50468.44,2.69,243.01,0.00,15.08,8.05,1076.11
1998,123,50625.27,2.78,309.48,0.00,17.04,7.17,1012.98
1998,124,50780.43,0.00,439.52,0.00,18.45,7.40,1029.53
1998,125,50933.86,0.00,452.34,0.00,18.60,7.05,1004.79
1998,126,51085.51,0.00,464.53,0.00,17.67,5.71,916.04
1998,127,51235.31,4.20,285.75,0.00,16.95,8.24,1089.94
1998,128,51383.19,0.00,322.70,0.00,17.34,10.22,1245.55
1998,129,51529.11,0.00,441.13,0.00,18.53,7.50,1036.45
1998,130,51672.98,0.00,487.62,0.00,19.67,6.20,947.87
1998,131,51814.75,0.00,464.28,0.00,19.56,7.47,1033.83
1998,132,51954.35,2.16,348.13,0.00,19.06,6.99,1000.90
1998,133,52091.71,0.00,435.55,0.00,21.63,10.45,1264.82
1998,134,52226.77,0.00,441.05,0.00,20.92,9.61,1195.96
1998,135,52359.46,0.84,417.50,0.00,22.80,12.11,1411.70
1998,136,52489.72,0.00,417.64,0.00,27.10,15.62,1773.81
1998,137,52617.47,0.00,489.71,0.00,27.97,12.45,1439.96
1998,138,52742.64,0.00,432.17,0.00,28.23,15.91,1807.43
1998,139,52865.17,0.00,460.87,0.00,29.58,15.51,1761.14
1998,140,52985.00,0.00,464.00,0.00,26.19,12.75,1472.63
1998,141,53102.04,0.00,443.18,0.00,18.83,7.38,1028.03
1998,142,53216.24,0.00,403.76,0.00,15.64,5.97,932.59
1998,143,53327.52,0.00,467.56,0.00,18.12,5.91,928.98
1998,144,53435.82,3.24,232.23,0.00,16.01,9.15,1159.28
1998,145,53541.07,0.00,424.98,0.00,19.82,9.26,1167.85
1998,146,53643.21,0.00,447.90,0.00,20.06,8.51,1110.25
1998,147,53742.17,0.00,505.53,0.00,23.01,7.91,1065.79
1998,148,53837.88,5.48,362.50,0.00,28.87,13.78,1574.72
1998,149,53930.28,0.00,470.11,0.00,28.77,14.49,1636.01
1998,150,54019.31,0.00,471.46,0.00,21.58,8.54,1112.64
1998,151,54104.91,12.09,356.73,0.00,22.58,8.99,1146.52
1998,152,54187.02,0.00,463.14,0.00,19.53,6.82,988.85
1998,153,54265.58,0.00,423.84,0.00,20.54,9.31,1171.94
1998,154,54340.53,0.00,376.97,0.00,17.18,7.90,1064.70
1998,155,54411.83,0.00,428.23,0.00,17.44,6.42,962.41
1998,156,54479.41,0.00,381.17,0.00,15.10,5.91,928.75
1998,157,54543.23,0.00,398.66,0.00,15.66,5.85,925.26
1998,158,54603.23,0.00,463.28,0.00,18.47,5.84,924.41
1998,159,54659.39,0.00,473.11,0.00,19.10,5.89,927.45
1998,160,54711.64,3.30,212.53,0.00,15.55,8.98,1146.25
1998,161,54759.95,2.15,217.36,0.00,17.70,10.96,1308.72
1998,162,54804.29,13.29,274.59,0.00,19.76,10.86,1299.86
1998,163,54844.61,9.43,336.57,0.00,25.03,12.54,1452.54
1998,164,54880.89,0.00,434.05,0.00,25.56,13.61,1557.66
1998,165,54913.10,0.00,409.18,0.00,24.27,13.47,1543.40
1998,166,54941.21,0.00,455.69,0.00,26.04,13.01,1498.26
1998,167,54965.19,0.00,384.66,0.00,25.80,15.75,1788.72
1998,168,54985.04,0.00,407.59,0.00,25.10,14.39,1638.32
1998,169,55000.72,15.59,266.15,0.00,24.26,15.49,1758.48
1998,170,55012.24,0.00,408.67,0.00,26.02,15.34,1741.94
1998,171,55019.58,0.00,430.53,0.00,27.08,15.39,1747.25
1998,172,55022.73,0.00,407.14,0.00,29.25,18.06,2070.46
1998,173,55021.69,0.00,416.57,0.00,28.56,17.15,1954.83
1998,174,55016.46,0.00,406.72,0.00,26.42,15.63,1774.98
1998,175,55007.05,10.95,310.44,0.00,27.61,16.34,1857.55
1998,176,54993.47,11.73,319.89,0.00,30.00,17.74,2029.97
1998,177,54975.72,0.00,397.88,0.00,29.26,18.40,2115.11
1998,178,54953.82,22.08,288.01,0.00,27.46,17.50,1998.45
1998,179,54927.79,10.34,325.40,0.00,29.87,17.62,2013.65
1998,180,54897.65,0.00,421.06,0.00,30.02,18.31,2103.69
1998,181,54863.42,0.00,443.52,0.00,28.27,16.05,1782.32
1998,182,54825.13,0.00,423.31,0.00,25.21,14.33,1627.55
1998,183,54782.82,0.00,450.08,0.00,27.41,15.09,1661.54
1998,184,54736.50,4.08,255.93,0.00,26.87,18.43,2119.94
1998,185,54686.23,0.00,348.28,0.00,24.15,15.87,1801.93
1998,186,54632.04,0.00,432.64,0.00,24.68,13.50,1546.31
1998,187,54573.97,4.39,273.96,0.00,25.03,16.12,1831.02
1998,188,54512.07,0.00,329.41,0.00,24.45,16.72,1902.84
1998,189,54446.38,0.00,371.01,0.00,24.95,16.08,1826.10
1998,190,54376.95,0.00,446.80,0.00,26.32,14.48,1590.27
