Latitude: 43.819302  Longitude: -87.75013
X & Y on Lambert Conformal Conic: 936267.68 208621.87
Tile: 11927
Elevation: 194 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1998,1,31664.52,0.00,214.85,0.00,4.45,-10.72,270.11
1998,2,31712.71,0.00,201.12,0.00,8.33,-3.22,481.62
1998,3,31764.83,0.00,198.24,0.00,11.21,-0.10,606.23
1998,4,31820.84,8.65,121.92,0.00,4.35,-2.80,497.15
1998,5,31880.70,8.39,70.37,0.00,2.64,-0.98,568.49
1998,6,31944.36,4.35,48.54,0.00,2.33,-0.07,607.45
1998,7,32011.77,0.00,71.63,0.00,1.36,-1.29,555.72
1998,8,32082.89,17.14,53.93,0.00,0.89,-1.75,537.28
1998,9,32157.65,0.00,144.14,0.00,-1.13,-6.80,367.11
1998,10,32236.02,0.00,219.54,0.00,-6.34,-18.16,146.31
1998,11,32317.93,0.00,186.23,0.00,-10.99,-18.80,138.46
1998,12,32403.32,1.34,244.23,1.34,-7.10,-18.29,144.64
1998,13,32492.14,0.00,246.32,1.34,-11.06,-22.07,104.19
1998,14,32584.32,5.39,201.06,6.73,-3.55,-20.79,116.58
1998,15,32679.80,0.00,212.14,6.73,-2.19,-9.99,286.23
1998,16,32778.52,0.00,120.30,6.42,-1.48,-5.26,412.99
1998,17,32880.41,0.00,153.23,6.42,-1.15,-6.06,388.42
1998,18,32985.41,0.00,162.43,6.42,-2.86,-8.04,333.53
1998,19,33093.46,0.00,166.55,6.42,-2.52,-7.81,339.45
1998,20,33204.48,0.00,252.06,6.42,-2.12,-12.21,239.68
1998,21,33318.41,4.37,150.98,10.79,-1.05,-7.65,343.80
1998,22,33435.18,6.15,76.16,9.82,-0.73,-3.68,465.24
1998,23,33554.72,4.98,146.30,14.80,-0.70,-6.84,365.90
1998,24,33676.97,0.00,253.78,14.80,-1.28,-10.48,275.26
1998,25,33801.86,3.65,211.18,18.45,-0.60,-12.38,236.33
1998,26,33929.32,2.69,148.58,17.80,1.59,-4.45,439.08
1998,27,34059.27,0.00,106.60,15.47,2.50,-0.46,590.41
1998,28,34191.66,0.00,105.20,13.53,1.51,-1.37,552.45
1998,29,34326.42,3.31,68.81,11.93,0.24,-2.19,519.97
1998,30,34463.47,0.00,110.61,10.62,0.07,-2.89,493.78
1998,31,34602.76,0.00,249.27,10.07,3.05,-4.69,431.19
1998,32,34744.21,0.00,163.09,7.85,3.56,-0.72,579.33
1998,33,34887.76,0.81,161.92,5.72,3.18,-0.91,571.41
1998,34,35033.35,0.14,186.12,5.06,0.22,-4.43,439.82
1998,35,35180.91,0.00,250.64,5.06,-1.20,-8.05,333.13
1998,36,35330.38,0.00,259.51,5.06,0.02,-7.23,355.19
1998,37,35481.69,0.00,323.66,5.06,3.42,-9.31,301.89
1998,38,35634.79,0.00,281.46,5.06,1.93,-6.60,372.78
1998,39,35789.61,0.00,255.32,5.06,0.75,-6.36,379.71
1998,40,35946.10,0.00,305.61,5.06,1.03,-8.56,320.28
1998,41,36104.19,0.00,295.71,5.06,1.36,-7.41,350.12
1998,42,36263.83,4.00,194.66,4.28,2.72,-4.15,449.28
1998,43,36424.97,0.00,203.55,3.07,1.70,-3.12,485.30
1998,44,36587.54,0.00,278.76,2.94,1.29,-5.68,399.87
1998,45,36751.49,0.00,242.73,1.59,2.84,-2.79,497.39
1998,46,36916.78,0.00,210.42,0.00,5.70,0.31,624.73
1998,47,37083.34,0.00,188.49,0.00,5.94,1.29,670.49
1998,48,37251.12,4.36,59.33,0.00,3.58,1.89,699.75
1998,49,37420.08,0.00,77.13,0.00,3.30,1.70,690.41
1998,50,37590.17,0.00,120.10,0.00,3.36,0.80,646.96
1998,51,37761.34,1.63,153.82,0.00,3.02,-0.25,599.90
1998,52,37933.54,0.00,161.32,0.00,3.41,0.00,610.77
1998,53,38106.73,0.00,286.17,0.00,6.44,-0.71,579.90
1998,54,38280.86,0.00,315.67,0.00,6.81,-1.70,539.34
1998,55,38455.89,0.00,323.57,0.00,7.55,-1.21,559.12
1998,56,38631.77,0.00,338.18,0.00,6.75,-2.87,494.58
1998,57,38808.47,0.00,288.73,0.00,9.03,2.06,708.69
1998,58,38985.94,6.60,194.71,0.00,8.24,2.36,723.76
1998,59,39164.15,0.00,282.78,0.00,7.39,0.79,646.85
1998,60,39343.05,1.59,266.55,0.00,5.87,-0.11,605.70
1998,61,39522.61,1.42,239.65,0.00,4.44,-0.61,584.09
1998,62,39702.79,0.00,189.74,0.00,0.76,-2.98,490.22
1998,63,39883.55,0.00,147.95,0.00,0.37,-2.44,510.40
1998,64,40064.87,0.00,192.19,0.00,2.03,-1.68,540.00
1998,65,40246.69,0.00,275.40,0.00,3.32,-2.33,514.69
1998,66,40429.00,0.00,353.32,0.00,3.95,-4.47,438.40
1998,67,40611.75,12.23,143.88,0.00,2.25,-1.22,558.47
1998,68,40794.92,0.00,313.86,0.00,-0.52,-6.73,369.07
1998,69,40978.47,0.00,348.66,0.00,-5.29,-12.47,234.58
1998,70,41162.37,0.00,377.42,0.00,-5.91,-14.14,204.79
1998,71,41346.59,0.00,394.69,0.00,-3.03,-12.16,240.65
1998,72,41531.10,4.55,338.59,4.55,-0.19,-10.06,284.52
1998,73,41715.86,0.00,421.23,4.55,-0.17,-8.32,326.31
1998,74,41900.86,0.00,447.13,4.55,-2.10,-11.30,257.74
1998,75,42086.05,0.00,475.91,4.55,0.46,-10.91,265.88
1998,76,42271.42,9.34,319.61,13.89,2.18,-6.01,389.96
1998,77,42456.92,8.77,125.76,11.48,2.24,-0.27,598.75
1998,78,42642.54,0.00,194.50,9.49,1.68,-1.26,556.92
1998,79,42828.25,0.00,308.54,7.69,3.27,-1.72,538.47
1998,80,43014.01,0.00,375.46,6.30,3.82,-2.69,500.94
1998,81,43199.80,0.00,441.71,5.49,4.62,-4.06,452.24
1998,82,43385.59,0.00,452.25,4.31,6.05,-3.20,482.37
1998,83,43571.35,0.00,475.14,2.98,7.67,-2.82,489.65
1998,84,43757.05,0.00,444.13,0.15,9.77,0.74,633.05
1998,85,43942.67,0.00,456.09,0.00,18.92,3.94,729.55
1998,86,44128.18,0.00,418.86,0.00,21.50,10.20,1128.46
1998,87,44313.54,0.00,440.33,0.00,19.53,6.97,901.85
1998,88,44498.74,0.00,451.38,0.00,18.48,5.08,790.26
1998,89,44683.73,49.76,336.74,0.00,20.32,6.45,956.27
1998,90,44868.50,42.23,294.06,0.00,11.98,2.94,754.17
1998,91,45053.01,5.36,219.16,0.00,9.07,3.22,769.51
1998,92,45237.23,0.00,235.71,0.00,7.75,3.23,769.74
1998,93,45421.13,0.00,214.92,0.00,6.31,2.26,718.85
1998,94,45604.68,0.00,386.78,0.00,8.77,0.28,623.10
1998,95,45787.85,0.00,452.23,0.00,9.51,-2.09,524.04
1998,96,45970.60,0.00,450.10,0.00,9.28,-2.11,523.13
1998,97,46152.91,0.00,428.38,0.00,12.43,1.83,696.81
1998,98,46334.74,9.52,205.46,0.00,9.41,3.86,805.18
1998,99,46516.05,8.39,226.16,0.00,8.10,1.99,704.97
1998,100,46696.82,0.00,408.54,0.00,9.64,0.37,627.38
1998,101,46877.00,0.00,486.65,0.00,16.36,1.71,691.01
1998,102,47056.56,0.00,403.52,0.00,16.10,6.57,972.22
1998,103,47235.46,4.90,288.74,0.00,14.28,5.60,909.19
1998,104,47413.67,0.00,439.21,0.00,17.06,5.98,933.67
1998,105,47591.14,23.37,245.31,0.00,9.97,3.32,774.92
1998,106,47767.84,15.08,187.88,0.00,5.42,0.71,642.81
1998,107,47943.73,0.00,449.51,0.00,11.01,0.30,623.97
1998,108,48118.76,0.00,494.46,0.00,17.14,2.58,735.11
1998,109,48292.89,0.00,466.81,0.00,15.89,3.38,778.41
1998,110,48466.08,0.00,471.98,0.00,14.75,1.99,704.87
1998,111,48638.28,0.00,389.88,0.00,13.89,4.81,860.67
1998,112,48809.45,0.00,444.55,0.00,15.96,4.60,848.12
1998,113,48979.55,0.00,500.48,0.00,18.87,3.52,786.06
1998,114,49148.51,0.00,433.42,0.00,16.64,5.65,912.21
1998,115,49316.30,0.00,366.47,0.00,13.07,4.88,864.83
1998,116,49482.86,0.00,364.20,0.00,12.21,4.24,826.85
1998,117,49648.15,0.00,424.27,0.00,10.46,0.81,647.50
1998,118,49812.10,0.00,485.71,0.00,12.82,0.37,627.24
1998,119,49974.68,0.00,476.07,0.00,14.62,2.64,738.30
1998,120,50135.81,10.96,338.27,0.00,15.81,4.89,865.29
1998,121,50295.46,15.47,231.67,0.00,14.41,7.96,1069.60
1998,122,50453.56,2.40,246.68,0.00,15.03,8.04,1074.95
1998,123,50610.05,2.48,312.92,0.00,16.96,7.13,1010.50
1998,124,50764.88,0.00,433.87,0.00,18.21,7.63,1045.75
1998,125,50917.98,0.00,448.30,0.00,18.35,7.23,1017.34
1998,126,51069.30,1.62,463.93,0.00,17.38,5.71,916.38
1998,127,51218.77,4.16,287.91,0.00,16.79,8.18,1085.41
1998,128,51366.33,0.00,310.10,0.00,17.16,10.51,1270.12
1998,129,51511.92,0.00,440.26,0.00,18.37,7.63,1045.20
1998,130,51655.48,0.00,485.90,0.00,19.53,6.44,963.24
1998,131,51796.94,0.00,458.78,0.00,19.33,7.75,1053.85
1998,132,51936.23,2.07,346.61,0.00,18.74,7.04,1004.27
1998,133,52073.29,0.00,434.11,0.00,21.45,10.58,1275.74
1998,134,52208.05,0.00,439.93,0.00,20.50,9.54,1190.37
1998,135,52340.44,0.37,422.24,0.00,22.47,11.88,1391.11
1998,136,52470.40,0.00,416.54,0.00,27.10,15.91,1807.15
1998,137,52597.86,0.00,491.96,0.00,27.83,12.48,1442.16
1998,138,52722.76,0.00,436.11,0.00,28.06,15.86,1801.07
1998,139,52845.01,0.00,469.02,0.00,29.78,15.48,1747.56
1998,140,52964.56,0.00,470.02,0.00,26.55,12.97,1493.60
1998,141,53081.34,0.00,445.18,0.00,18.86,7.56,1040.55
1998,142,53195.28,0.00,395.57,0.00,15.37,6.17,945.77
1998,143,53306.30,0.00,469.20,0.00,18.03,6.00,934.95
1998,144,53414.35,3.15,229.90,0.00,15.76,9.13,1157.83
1998,145,53519.36,0.00,425.35,0.00,19.75,9.39,1177.90
1998,146,53621.26,0.00,440.62,0.00,19.66,8.68,1122.67
1998,147,53719.99,0.00,505.45,0.00,22.63,7.87,1062.90
1998,148,53815.48,5.18,366.97,0.00,28.98,13.68,1565.36
1998,149,53907.67,0.00,474.33,0.00,29.08,14.70,1651.13
1998,150,53996.49,0.00,472.73,0.00,21.56,8.66,1121.04
1998,151,54081.89,12.08,356.26,0.00,22.55,9.18,1161.52
1998,152,54163.80,0.00,461.28,0.00,19.35,6.93,996.66
1998,153,54242.18,0.00,429.43,0.00,20.68,9.40,1179.06
1998,154,54316.95,0.00,378.35,0.00,17.30,8.10,1079.57
1998,155,54388.08,0.00,431.04,0.00,17.55,6.57,972.25
1998,156,54455.50,0.00,379.28,0.00,15.08,6.07,939.52
1998,157,54519.17,0.00,394.81,0.00,15.60,6.06,938.81
1998,158,54579.03,0.00,460.52,0.00,18.46,6.12,942.27
1998,159,54635.05,0.00,473.81,0.00,19.08,6.00,934.42
1998,160,54687.18,3.04,206.96,0.00,15.35,9.06,1152.45
1998,161,54735.38,1.44,287.67,0.00,17.69,11.08,1319.39
1998,162,54779.61,13.58,271.21,0.00,19.56,10.91,1304.45
1998,163,54819.83,9.43,338.19,0.00,25.11,12.63,1461.10
1998,164,54856.03,0.00,438.79,0.00,25.78,13.70,1566.73
1998,165,54888.16,0.00,408.24,0.00,24.19,13.53,1549.93
1998,166,54916.20,0.00,458.80,0.00,26.04,12.97,1494.07
1998,167,54940.12,0.00,378.72,0.00,25.69,15.94,1810.70
1998,168,54959.92,0.00,403.88,0.00,24.96,14.50,1650.18
1998,169,54975.57,16.11,260.63,0.00,24.04,15.60,1771.91
1998,170,54987.06,0.00,405.77,0.00,25.94,15.50,1760.14
1998,171,54994.37,0.00,430.01,0.00,26.98,15.46,1755.07
1998,172,54997.52,0.00,408.62,0.00,29.20,18.08,2072.84
1998,173,54996.48,0.00,419.07,0.00,28.48,17.10,1948.45
1998,174,54991.27,0.00,402.48,0.00,26.22,15.73,1785.71
1998,175,54981.88,10.54,305.80,0.00,27.32,16.45,1870.43
1998,176,54968.33,10.70,318.53,0.00,29.88,17.85,2042.91
1998,177,54950.62,0.00,400.37,0.00,29.31,18.44,2121.18
1998,178,54928.78,21.62,289.89,0.00,27.45,17.50,1998.40
1998,179,54902.81,10.37,329.50,0.00,30.14,17.69,2023.17
1998,180,54872.74,0.00,428.09,0.00,30.34,18.37,2110.98
1998,181,54838.60,2.25,334.72,0.00,28.55,16.17,1837.03
1998,182,54800.40,0.00,416.16,0.00,25.06,14.55,1655.43
1998,183,54758.18,0.00,449.42,0.00,27.35,15.17,1675.33
1998,184,54711.98,3.43,257.20,0.00,27.00,18.57,2138.29
1998,185,54661.83,0.00,340.54,0.00,24.09,16.11,1829.73
1998,186,54607.77,0.00,434.99,0.00,24.90,13.70,1565.07
1998,187,54549.84,3.87,270.89,0.00,24.99,16.28,1850.52
1998,188,54488.08,0.00,323.37,0.00,24.42,16.93,1927.70
1998,189,54422.55,0.00,363.84,0.00,24.81,16.24,1845.64
1998,190,54353.29,0.00,445.72,0.00,26.22,14.54,1598.11
1998,191,54280.35,0.00,411.86,0.00,25.20,14.82,1676.00
1998,192,54203.78,0.00,487.39,0.00,25.61,11.77,1300.73
1998,193,54123.64,0.00,487.43,0.00,27.76,13.40,1431.84
1998,194,54039.99,0.00,452.77,0.00,29.37,16.45,1759.11
1998,195,53952.89,0.00,412.14,0.00,32.29,20.44,2305.58
1998,196,53862.39,3.53,267.27,0.00,29.84,20.46,2403.99
1998,197,53768.56,0.00,404.00,0.00,29.32,18.55,1952.84
1998,198,53671.46,0.00,422.49,0.00,27.49,16.30,1681.41
1998,199,53571.15,0.00,485.23,0.00,28.70,14.22,1380.85
1998,200,53467.70,3.92,326.89,0.00,31.23,18.21,2053.76
1998,201,53361.18,6.03,314.53,0.00,32.08,19.51,2263.98
1998,202,53251.64,5.96,303.37,0.00,31.04,19.31,2238.91
1998,203,53139.17,0.00,356.27,0.00,28.53,19.05,2187.80
1998,204,53023.81,0.00,403.91,0.00,25.63,14.95,1644.92
1998,205,52905.65,0.00,464.52,0.00,25.62,12.35,1324.91
1998,206,52784.75,14.93,321.06,0.00,25.00,13.30,1526.62
1998,207,52661.18,0.00,476.82,0.00,24.98,10.94,1238.88
1998,208,52535.01,0.00,429.69,0.00,29.31,16.67,1822.97
1998,209,52406.30,0.00,477.36,0.00,30.95,15.30,1600.49
1998,210,52275.12,0.00,435.59,0.00,28.17,15.30,1674.98
1998,211,52141.55,0.00,313.30,0.00,24.73,16.72,1903.10
1998,212,52005.64,0.00,397.99,0.00,24.79,14.08,1546.02
1998,213,51867.47,0.00,455.41,0.00,25.59,12.33,1303.51
1998,214,51727.09,0.00,472.43,0.00,26.94,12.34,1268.75
1998,215,51584.59,3.44,244.53,0.00,24.54,15.95,1811.45
1998,216,51440.02,19.78,115.92,0.00,22.24,18.51,2130.21
1998,217,51293.44,42.22,82.93,0.00,22.07,19.56,2274.35
1998,218,51144.92,129.45,111.41,0.00,22.94,19.41,2252.83
1998,219,50994.53,20.33,160.02,0.00,25.31,20.02,2340.37
1998,220,50842.32,0.00,273.82,0.00,26.85,19.91,2324.82
1998,221,50688.35,0.00,365.97,0.00,28.66,18.64,2146.95
1998,222,50532.69,0.00,334.15,0.00,28.43,19.60,2279.67
1998,223,50375.40,0.00,364.20,0.00,24.91,15.65,1777.10
1998,224,50216.53,0.00,370.91,0.00,23.76,14.46,1646.51
1998,225,50056.13,0.00,427.86,0.00,25.82,13.97,1594.12
1998,226,49894.28,0.00,431.71,0.00,27.54,15.01,1705.21
1998,227,49731.01,0.00,358.81,0.00,23.31,14.33,1631.78
1998,228,49566.39,0.00,447.75,0.00,25.30,12.24,1424.43
1998,229,49400.46,4.33,283.85,0.00,26.87,16.71,1901.56
1998,230,49233.29,0.00,304.69,0.00,22.63,15.39,1748.04
1998,231,49064.91,0.00,337.83,0.00,22.91,14.76,1677.89
1998,232,48895.38,0.00,454.99,0.00,30.19,15.33,1740.82
1998,233,48724.75,0.00,370.90,0.00,27.89,17.81,2038.53
1998,234,48553.06,8.68,286.91,0.00,26.26,15.94,1810.80
1998,235,48380.37,5.36,305.07,0.00,31.56,18.97,2192.74
1998,236,48206.70,0.44,357.15,0.00,29.57,19.63,2283.78
1998,237,48032.12,0.00,379.29,0.00,28.54,17.93,2053.32
1998,238,47856.66,0.00,374.95,0.00,26.32,16.26,1848.26
1998,239,47680.37,0.00,398.58,0.00,25.65,14.77,1679.27
1998,240,47503.28,5.32,216.44,0.00,26.33,19.24,2229.45
1998,241,47325.43,0.00,408.99,0.00,29.01,16.79,1910.76
1998,242,47146.88,0.00,416.80,0.00,27.40,14.98,1702.47
1998,243,46967.64,0.00,428.90,0.00,26.40,13.37,1533.62
1998,244,46787.77,0.00,434.99,0.00,27.20,13.43,1539.98
1998,245,46607.29,3.04,316.82,0.00,24.46,11.90,1392.26
1998,246,46426.25,0.00,423.14,0.00,24.78,11.71,1374.89
1998,247,46244.68,0.00,443.79,0.00,26.37,10.80,1294.44
1998,248,46062.61,0.00,421.47,0.00,28.46,13.55,1551.94
1998,249,45880.08,0.00,385.21,0.00,30.79,17.26,1968.84
1998,250,45697.11,0.00,372.51,0.00,24.20,12.42,1440.90
1998,251,45513.75,0.00,374.00,0.00,21.30,9.70,1202.98
1998,252,45330.02,0.00,395.86,0.00,22.56,9.39,1177.88
1998,253,45145.96,0.00,418.33,0.00,25.99,10.25,1247.65
1998,254,44961.60,0.00,378.65,0.00,30.23,15.92,1807.75
1998,255,44776.96,0.00,286.73,0.00,26.36,17.12,1952.01
1998,256,44592.07,0.00,315.11,0.00,28.08,17.40,1986.63
1998,257,44406.97,12.53,121.69,0.00,23.46,18.60,2142.32
1998,258,44221.69,0.00,247.09,0.00,23.45,15.97,1813.38
1998,259,44036.25,0.00,351.98,0.00,23.87,11.99,1401.14
1998,260,43850.68,0.00,363.84,0.00,25.50,12.38,1437.69
1998,261,43665.02,0.00,361.42,0.00,25.72,12.42,1441.00
1998,262,43479.28,0.00,332.09,0.00,26.42,14.56,1656.92
1998,263,43293.51,0.00,359.46,0.00,27.66,13.73,1569.64
1998,264,43107.71,0.00,295.77,0.00,20.81,11.06,1317.22
1998,265,42921.94,0.00,276.19,0.00,17.35,8.65,1121.00
