Latitude: 44.157443  Longitude: -88.060825
X & Y on Lambert Conformal Conic: 907575.41 240636.6
Tile: 12106
Elevation: 252 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1998,1,31516.20,0.00,232.89,1.72,3.79,-10.31,278.89
1998,2,31565.09,0.00,219.18,0.72,7.64,-3.61,467.76
1998,3,31617.96,9.46,144.45,0.00,8.04,-2.29,516.08
1998,4,31674.79,5.87,131.82,0.00,3.01,-5.05,419.51
1998,5,31735.51,5.99,63.83,0.00,0.76,-2.45,510.24
1998,6,31800.08,2.44,35.64,0.00,0.51,-1.12,562.60
1998,7,31868.47,5.42,36.66,0.00,-0.26,-1.93,529.99
1998,8,31940.60,15.37,42.08,0.00,-1.13,-3.09,486.53
1998,9,32016.44,0.00,121.19,0.00,-3.65,-8.20,329.47
1998,10,32095.93,0.00,207.15,0.00,-9.50,-19.50,130.39
1998,11,32179.00,0.00,192.13,0.00,-11.35,-19.63,128.91
1998,12,32265.61,0.00,203.83,0.00,-10.52,-19.76,127.49
1998,13,32355.68,5.63,183.64,5.63,-12.23,-23.31,93.36
1998,14,32449.17,7.59,195.22,13.22,-6.53,-20.46,120.01
1998,15,32545.99,0.00,217.28,13.22,-3.86,-11.90,245.71
1998,16,32646.10,0.00,125.92,13.22,-2.81,-6.72,369.33
1998,17,32749.42,0.00,142.96,13.22,-2.25,-6.72,369.41
1998,18,32855.89,0.00,170.01,13.22,-2.72,-8.14,330.95
1998,19,32965.44,0.00,161.36,13.22,-3.60,-8.61,319.04
1998,20,33078.01,0.00,244.70,13.22,-3.12,-12.44,235.21
1998,21,33193.51,5.02,140.10,18.24,-2.55,-8.42,323.72
1998,22,33311.89,5.23,65.47,17.64,-2.11,-4.56,435.54
1998,23,33433.08,0.00,209.28,17.64,-2.43,-9.09,307.07
1998,24,33557.01,0.00,281.89,17.64,-2.33,-15.02,190.47
1998,25,33683.60,0.00,281.51,17.64,-1.61,-13.74,211.59
1998,26,33812.79,3.06,165.24,20.70,0.01,-6.90,364.41
1998,27,33944.51,1.29,128.66,19.37,0.73,-2.84,495.61
1998,28,34078.69,0.00,112.09,17.99,0.32,-2.71,500.27
1998,29,34215.27,0.00,76.67,16.43,-0.33,-2.28,516.42
1998,30,34354.16,0.00,159.98,15.61,0.33,-4.04,452.78
1998,31,34495.31,0.00,233.59,15.16,1.93,-4.94,423.23
1998,32,34638.65,0.00,207.80,13.42,3.84,-1.85,533.09
1998,33,34784.11,2.59,158.33,12.14,2.66,-2.96,491.15
1998,34,34931.63,0.00,257.58,12.14,-2.02,-9.27,302.79
1998,35,35081.14,1.63,285.65,13.77,-2.50,-11.27,258.38
1998,36,35232.57,0.00,291.54,13.77,-1.14,-10.38,277.41
1998,37,35385.87,0.00,327.61,13.77,1.79,-12.17,240.27
1998,38,35540.98,0.00,287.89,13.77,0.94,-8.23,328.47
1998,39,35697.82,0.00,224.83,13.77,-0.36,-6.48,376.16
1998,40,35856.34,0.00,267.44,13.77,-0.53,-8.17,330.04
1998,41,36016.48,1.12,301.37,14.89,1.04,-8.33,325.94
1998,42,36178.19,0.00,231.37,14.32,1.38,-4.64,432.94
1998,43,36341.40,0.00,239.95,13.88,1.16,-4.95,422.71
1998,44,36506.06,0.00,281.13,13.88,0.68,-6.71,369.61
1998,45,36672.11,0.00,288.27,13.33,2.95,-4.69,431.14
1998,46,36839.50,0.00,246.72,11.42,4.62,-1.46,548.96
1998,47,37008.18,0.00,205.90,8.67,5.38,0.55,635.54
1998,48,37178.09,2.21,94.48,5.72,3.77,1.03,657.83
1998,49,37349.20,1.54,79.53,2.77,2.57,1.02,657.46
1998,50,37521.43,0.00,119.53,0.19,2.58,0.14,617.12
1998,51,37694.75,0.00,144.53,0.00,2.64,-0.64,582.88
1998,52,37869.12,0.00,200.67,0.00,3.40,-1.33,554.02
1998,53,38044.47,0.00,294.60,0.00,6.15,-2.05,525.39
1998,54,38220.78,0.00,319.59,0.00,7.02,-2.51,508.01
1998,55,38397.99,0.00,331.71,0.00,7.58,-2.63,503.16
1998,56,38576.06,0.00,344.32,0.00,7.65,-3.63,467.23
1998,57,38754.95,7.02,227.19,0.00,9.43,1.17,664.42
1998,58,38934.62,10.93,198.89,0.00,8.72,2.12,711.61
1998,59,39115.03,0.00,284.41,0.00,6.69,-0.56,586.44
1998,60,39296.14,3.44,178.49,0.00,5.24,-0.33,596.02
1998,61,39477.91,1.88,234.38,0.00,3.22,-2.10,523.35
1998,62,39660.31,0.00,198.74,0.00,-0.02,-4.29,444.55
1998,63,39843.29,0.00,173.64,0.00,0.01,-3.60,468.09
1998,64,40026.83,0.00,231.28,0.00,1.94,-2.99,490.05
1998,65,40210.88,0.00,294.00,0.00,2.62,-4.00,454.23
1998,66,40395.41,0.00,358.22,0.00,3.48,-5.82,395.77
1998,67,40580.39,0.00,140.64,0.00,0.92,-1.70,539.04
1998,68,40765.79,0.00,314.36,0.00,-2.21,-8.80,314.26
1998,69,40951.57,0.00,365.48,0.00,-5.61,-14.07,205.93
1998,70,41137.71,0.00,392.19,0.00,-5.39,-15.33,185.64
1998,71,41324.16,0.00,391.90,0.00,-3.41,-13.15,222.04
1998,72,41510.91,0.00,373.42,0.00,-1.74,-10.36,277.77
1998,73,41697.92,0.00,385.83,0.00,-1.09,-10.30,279.08
1998,74,41885.15,0.00,406.54,0.00,-2.40,-12.76,229.11
1998,75,42072.59,0.00,429.73,0.00,0.11,-12.62,231.69
1998,76,42260.20,6.78,329.97,6.78,2.01,-7.63,344.41
1998,77,42447.94,10.28,127.18,4.77,1.55,-1.21,558.85
1998,78,42635.81,0.00,168.64,3.09,0.70,-2.02,526.80
1998,79,42823.76,0.00,327.78,2.30,1.69,-4.10,450.73
1998,80,43011.76,0.00,427.86,2.03,3.49,-5.36,409.96
1998,81,43199.79,0.00,451.87,1.76,4.68,-5.36,409.77
1998,82,43387.83,0.00,478.64,1.50,6.46,-5.37,407.79
1998,83,43575.83,0.00,487.07,0.76,8.31,-4.24,432.32
1998,84,43763.78,0.00,426.87,0.00,12.38,0.54,615.89
1998,85,43951.64,0.00,421.89,0.00,18.40,6.33,881.53
1998,86,44139.39,0.00,385.52,0.00,20.51,10.54,1188.85
1998,87,44327.00,0.00,426.18,0.00,18.68,6.65,886.56
1998,88,44514.44,0.00,439.95,0.00,17.88,4.90,780.35
1998,89,44701.67,33.15,317.85,0.00,16.85,5.09,877.68
1998,90,44888.68,38.51,269.74,0.00,10.73,2.50,730.92
1998,91,45075.43,6.57,253.35,0.00,9.55,2.09,709.95
1998,92,45261.88,0.00,264.44,0.00,7.85,2.40,725.86
1998,93,45448.02,0.00,319.32,0.00,8.06,1.20,666.32
1998,94,45633.80,0.00,430.10,0.00,9.67,-1.40,551.29
1998,95,45819.20,0.00,469.48,0.00,10.56,-3.38,476.10
1998,96,46004.19,0.00,473.69,0.00,11.88,-2.57,505.39
1998,97,46188.72,3.23,309.27,0.00,12.86,2.14,712.52
1998,98,46372.77,7.35,230.35,0.00,10.34,3.43,780.69
1998,99,46556.31,0.00,357.72,0.00,9.70,1.39,675.47
1998,100,46739.29,0.00,466.46,0.00,12.40,-1.09,563.79
1998,101,46921.69,0.00,481.98,0.00,18.04,2.36,700.00
1998,102,47103.46,0.00,425.89,0.00,18.49,6.70,977.52
1998,103,47284.57,0.00,374.13,0.00,17.27,7.87,1062.73
1998,104,47464.98,16.45,265.58,0.00,15.19,6.72,982.32
1998,105,47644.65,14.65,207.56,0.00,8.53,2.64,738.24
1998,106,47823.55,23.08,232.86,0.00,6.35,-0.22,600.86
1998,107,48001.62,0.00,461.14,0.00,11.43,-0.90,571.92
1998,108,48178.83,0.00,477.08,0.00,16.29,2.13,712.28
1998,109,48355.14,0.00,480.08,0.00,16.76,2.14,712.76
1998,110,48530.50,0.00,481.18,0.00,15.79,1.17,664.86
1998,111,48704.87,0.00,454.36,0.00,16.25,3.28,772.75
1998,112,48878.19,0.00,491.46,0.00,18.15,2.40,725.92
1998,113,49050.43,0.00,496.89,0.00,20.04,3.52,774.81
1998,114,49221.53,0.00,460.12,0.00,18.07,4.53,843.57
1998,115,49391.45,0.00,411.98,0.00,14.02,3.25,770.97
1998,116,49560.13,0.00,400.50,0.00,13.05,2.82,748.07
1998,117,49727.53,0.00,469.21,0.00,12.32,-0.87,573.27
1998,118,49893.58,0.00,510.99,0.00,15.19,-1.26,556.81
1998,119,50058.24,0.00,499.28,0.00,16.79,1.08,655.83
1998,120,50221.46,7.71,354.14,0.00,17.84,3.69,795.49
1998,121,50383.17,8.94,268.30,0.00,15.46,6.33,956.55
1998,122,50543.31,4.61,218.02,0.00,15.58,8.41,1102.24
